,Cluster ID,confidence_score,Id,Site Name,Description,Address,City,State,ZIP,Phone Number,URL,Ages Served,Ages 0-3,Ages 3-5,Weekday Availability,Duration/Hours,Program Information,Languages other than English,Other Features,Accreditation,Quality,Quality Rating,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
589,426,1.0,810,William Penn Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1616 S Avers Ave,Chicago,IL,60623,(773) 534-1665,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610123,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,silver,Silver,41.858337,-87.721784,"{'latitude': '41.858337', 'longitude': '-87.721784'}",36.0,21569,30.0,752.0,14.0
388,427,1.0,811,Manuel Perez Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2001 S Throop St,Chicago,IL,60608,(773) 534-7650,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609872,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.8551817,-87.6587642,"{'latitude': '41.8551817', 'longitude': '-87.6587642'}",8.0,14920,33.0,365.0,26.0
307,428,1.0,812,John J Pershing Elementary Humanities Magnet,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3200 S Calumet Ave,Chicago,IL,60616,(773) 534-9272,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610126,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,licensed,Licensed,41.838145,-87.613469,"{'latitude': '41.838145', 'longitude': '-87.613469'}",1.0,21194,1.0,581.0,10.0
407,429,1.0,813,Mary Gage Peterson Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5510 N Christiana Ave,Chicago,IL,60625,(773) 534-5070,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610127,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.981412,-87.71248,"{'latitude': '41.981412', 'longitude': '-87.71248'}",46.0,21849,13.0,167.0,38.0
331,430,1.0,815,Josiah Pickard Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2301 W 21st Pl,Chicago,IL,60608,(773) 535-7280,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610129,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,licensed,Licensed,41.852166,-87.683997,"{'latitude': '41.852166', 'longitude': '-87.683997'}",8.0,14920,33.0,4.0,26.0
478,431,1.0,816,Pilsen Elementary Community Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1420 W 17th St,Chicago,IL,60608,(773) 534-7675,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610013,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,licensed,Licensed,41.858855,-87.662242,"{'latitude': '41.858855', 'longitude': '-87.662242'}",8.0,14920,33.0,365.0,26.0
315,432,1.0,817,John T Pirie Fine Arts & Academic Center ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",650 E 85th St,Chicago,IL,60619,(773) 535-3435,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610130,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.740252,-87.60877,"{'latitude': '41.740252', 'longitude': '-87.60877'}",31.0,21546,40.0,140.0,32.0
479,433,1.0,819,Portage Park Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5330 W Berteau Ave,Chicago,IL,60641,(773) 534-3576,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610135,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.956923,-87.760483,"{'latitude': '41.956923', 'longitude': '-87.760483'}",25.0,22618,15.0,260.0,19.0
582,434,1.0,820,William H Prescott Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1632 W Wrightwood Ave,Chicago,IL,60614,(773) 534-5505,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610136,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.928771,-87.669615,"{'latitude': '41.928771', 'longitude': '-87.669615'}",16.0,21190,68.0,743.0,40.0
90,435,1.0,821,Dr Jorge Prieto Math and Science Academy Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2231 N Central Ave,Chicago,IL,60639,(773) 534-0210,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610533,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,silver,Silver,41.921045,-87.765202,"{'latitude': '41.921045', 'longitude': '-87.765202'}",4.0,22615,19.0,307.0,44.0
141,436,1.0,823,Ernst Prussing Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4650 N Menard Ave,Chicago,IL,60630,(773) 534-3460,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610137,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.965887,-87.77296,"{'latitude': '41.965887', 'longitude': '-87.77296'}",20.0,21869,15.0,94.0,50.0
2,437,1.0,824,Casimir Pulaski Elementary Fine Arts Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2230 W McLean Ave,Chicago,IL,60647,(773) 534-4391,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610138,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.918416,-87.68332,"{'latitude': '41.918416', 'longitude': '-87.68332'}",16.0,22535,23.0,324.0,40.0
196,438,1.0,825,George M Pullman Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",11311 S Forrestville Ave,Chicago,IL,60628,(773) 535-5395,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610139,3 years to 5 years,False,True,"Full Week, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.68881,-87.609533,"{'latitude': '41.68881', 'longitude': '-87.609533'}",30.0,21861,47.0,601.0,43.0
486,439,1.0,827,Ravenswood Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4332 N Paulina St,Chicago,IL,60613,(773) 534-5525,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610141,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.96137,-87.671169,"{'latitude': '41.96137', 'longitude': '-87.671169'}",13.0,21186,57.0,651.0,18.0
583,440,1.0,828,William H Ray Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5631 S Kimbark Ave,Chicago,IL,60637,(773) 535-0970,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610142,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.7915,-87.594827,"{'latitude': '41.7915', 'longitude': '-87.594827'}",32.0,22260,8.0,503.0,33.0
576,441,1.0,829,William C Reavis Math & Science Specialty Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",834 E 50th St,Chicago,IL,60615,(773) 535-1060,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610143,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.804301,-87.604399,"{'latitude': '41.804301', 'longitude': '-87.604399'}",1.0,21192,5.0,461.0,10.0
167,442,1.0,830,Frank W Reilly Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3650 W School St,Chicago,IL,60618,(773) 534-5250,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610144,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.941027,-87.719067,"{'latitude': '41.941027', 'longitude': '-87.719067'}",15.0,21538,22.0,138.0,21.0
473,443,1.0,831,Peter A Reinberg Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3425 N Major Ave,Chicago,IL,60634,(773) 534-3465,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610145,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.942602,-87.769071,"{'latitude': '41.942602', 'longitude': '-87.769071'}",25.0,22254,15.0,342.0,44.0
471,444,1.0,832,Paul Revere Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1010 E 72nd St,Chicago,IL,60619,(773) 535-0618,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610146,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.764128,-87.600213,"{'latitude': '41.764128', 'longitude': '-87.600213'}",32.0,21546,67.0,121.0,33.0
267,445,1.0,833,Jackie Robinson Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4225 S Lake Park Ave,Chicago,IL,60653,(773) 535-1777,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610256,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.817471,-87.598843,"{'latitude': '41.817471', 'longitude': '-87.598843'}",1.0,4301,2.0,220.0,10.0
475,446,1.0,834,Philip Rogers Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",7345 N Washtenaw Ave,Chicago,IL,60645,(773) 534-2125,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610147,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,42.015046,-87.697254,"{'latitude': '42.015046', 'longitude': '-87.697254'}",42.0,22528,20.0,359.0,27.0
594,447,1.0,835,Wilma Rudolph Elementary Learning Center,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",110 N Paulina St,Chicago,IL,60612,(773) 534-7460,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610308,3 to 5,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.883309,-87.669387,"{'latitude': '41.883309', 'longitude': '-87.669387'}",41.0,21184,29.0,579.0,46.0
397,448,1.0,836,Martha Ruggles Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",7831 S Prairie Ave,Chicago,IL,60619,(773) 535-3085,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610152,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,silver,Silver,41.752316,-87.61816,"{'latitude': '41.752316', 'longitude': '-87.61816'}",31.0,21546,67.0,475.0,32.0
262,449,1.0,837,Irma C Ruiz Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2410 S Leavitt St,Chicago,IL,60608,(773) 535-4825,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610125,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.848166,-87.680637,"{'latitude': '41.848166', 'longitude': '-87.680637'}",8.0,14920,33.0,204.0,26.0
584,450,1.0,838,William H Ryder Math & Science Specialty ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8716 S Wallace St,Chicago,IL,60620,(773) 535-3843,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610153,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.736006,-87.638768,"{'latitude': '41.736006', 'longitude': '-87.638768'}",18.0,21554,70.0,608.0,13.0
501,451,1.0,839,Rueben Salazar Elementary Bilingual Center,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",160 W Wendell St,Chicago,IL,60610,(773) 534-8310,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610250,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.9014848,-87.6340307,"{'latitude': '41.9014848', 'longitude': '-87.6340307'}",51.0,14926,37.0,310.0,46.0
515,452,1.0,840,Socorro Sandoval Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5534 S Saint Louis Ave,Chicago,IL,60629,(773) 535-0457,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610226 ,3 years to 5 years,False,True,"Full Week, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.7930142,-87.7123734,"{'latitude': '41.7930142', 'longitude': '-87.7123734'}",49.0,22248,61.0,801.0,8.0
391,453,1.0,841,Maria Saucedo Elementary Scholastic Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2850 W 24th Blvd,Chicago,IL,60623,(773) 534-1770,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610017 ,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.847889,-87.695381,"{'latitude': '41.847889', 'longitude': '-87.695381'}",29.0,21569,32.0,203.0,1.0
213,454,1.0,842,Harriet E Sayre Elementary Language Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1850 N Newland Ave,Chicago,IL,60707,(773) 534-3351,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610158 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.913549,-87.798609,"{'latitude': '41.913549', 'longitude': '-87.798609'}",39.0,4454,26.0,598.0,7.0
319,455,1.0,843,Jonathan Y Scammon Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4201 W Henderson St,Chicago,IL,60641,(773) 534-3475,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610159 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.941741,-87.732117,"{'latitude': '41.941741', 'longitude': '-87.732117'}",27.0,22618,16.0,329.0,21.0
543,456,1.0,844,Theophilus Schmid Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",9755 S Greenwood Ave,Chicago,IL,60628,(773) 535-6235,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610178 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.717551,-87.597039,"{'latitude': '41.717551', 'longitude': '-87.597039'}",9.0,21861,47.0,643.0,35.0
168,457,1.0,845,Franz Peter Schubert Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2727 N Long Ave,Chicago,IL,60639,(773) 534-3080,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610165 ,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,CPS Based,,,,silver,Silver,41.930357,-87.761274,"{'latitude': '41.930357', 'longitude': '-87.761274'}",7.0,22615,19.0,79.0,17.0
585,458,1.0,846,William H Seward Communication Arts Academy ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4600 S Hermitage Ave,Chicago,IL,60609,(773) 535-4890,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610167 ,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.810284,-87.66879,"{'latitude': '41.810284', 'longitude': '-87.66879'}",53.0,14924,59.0,738.0,3.0
592,459,1.0,847,William T Sherman Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1000 W 52nd St,Chicago,IL,60609,(773) 535-1757,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610172 ,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,silver,Silver,41.799678,-87.650169,"{'latitude': '41.799678', 'longitude': '-87.650169'}",19.0,14924,59.0,791.0,4.0
289,460,1.0,848,Jesse Sherwood Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",245 W 57th St,Chicago,IL,60621,(773) 535-0829,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610173 ,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.790864,-87.63196,"{'latitude': '41.790864', 'longitude': '-87.63196'}",53.0,21559,66.0,166.0,4.0
279,461,1.0,849,James Shields Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4250 S Rockwell St,Chicago,IL,60632,(773) 535-7285,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610174 ,3 years to 5 years,False,True,"Full Week, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.815917,-87.689548,"{'latitude': '41.815917', 'longitude': '-87.689548'}",29.0,22248,55.0,641.0,3.0
298,462,1.0,850,John D Shoop Math Science Technical Academy ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",11140 S Bishop St,Chicago,IL,60643,(773) 535-2715,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610176 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.691435,-87.658588,"{'latitude': '41.691435', 'longitude': '-87.658588'}",45.0,22212,74.0,663.0,22.0
568,463,1.0,852,Wendell Smith Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",744 E 103rd St,Chicago,IL,60628,(773) 535-5689,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609978 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.707479,-87.605389,"{'latitude': '41.707479', 'longitude': '-87.605389'}",9.0,21861,47.0,643.0,35.0
563,464,1.0,853,Washington D Smyser Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4310 N Melvina Ave,Chicago,IL,60634,(773) 534-3711,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610179 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.959167,-87.781889,"{'latitude': '41.959167', 'longitude': '-87.781889'}",25.0,22254,15.0,131.0,19.0
310,465,1.0,854,John M Smyth Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1059 W 13th St,Chicago,IL,60608,(773) 534-7180,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610180 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,silver,Silver,41.8649951,-87.6540125,"{'latitude': '41.8649951', 'longitude': '-87.6540125'}",48.0,14920,29.0,760.0,26.0
206,466,1.0,855,Hannah G Solomon Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",6206 N Hamlin Ave,Chicago,IL,60659,(773) 534-5226,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610182 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.993909,-87.723942,"{'latitude': '41.993909', 'longitude': '-87.723942'}",28.0,4450,13.0,747.0,38.0
520,467,1.0,857,South Shore Fine Arts Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1415 E 70th St,Chicago,IL,60637,(773) 535-8340,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610530 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,silver,Silver,41.767809,-87.590433,"{'latitude': '41.767809', 'longitude': '-87.590433'}",32.0,22260,39.0,416.0,33.0
523,468,1.0,858,Spencer Technology Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",214 N Lavergne Ave,Chicago,IL,60644,(773) 534-6150,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610183 ,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,silver,Silver,41.884574,-87.750336,"{'latitude': '41.884574', 'longitude': '-87.750336'}",11.0,22216,26.0,696.0,23.0
